exhaustive_data,D1,D2,D3,D4,D5,D6,D7,D8,D9
-0.497,-0.497,-0.497,-999,-999,-0.497,-0.497,-999,-999,-999
-0.4968,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4964,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4958,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.495,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.494,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4928,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4914,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4898,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.488,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.486,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4838,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4814,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4788,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.476,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4698,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4664,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4628,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.459,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.455,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4508,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4464,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4418,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.437,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.432,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4268,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4214,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4158,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.41,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.404,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3978,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3914,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3848,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.378,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.371,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3638,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3564,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3488,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.341,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.333,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3248,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3164,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3078,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.299,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.29,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2808,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2714,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2618,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.252,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.242,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2318,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2214,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2108,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.189,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1778,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1664,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1548,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.143,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.131,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1188,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1064,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0938,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.081,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.068,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0548,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0414,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0278,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.014,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0142,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0286,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0432,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.058,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.073,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0882,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1036,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1192,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.135,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.151,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1672,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1836,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2002,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.217,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.234,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2512,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2686,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2862,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.304,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.322,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3402,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3586,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3772,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.396,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.415,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4342,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4536,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4732,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.493,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.507,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4872,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4676,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4482,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.429,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.41,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3912,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3726,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3542,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.336,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.318,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3002,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2826,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2652,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.248,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.231,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2142,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1976,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1812,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.165,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.149,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1332,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1176,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1022,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.087,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.072,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0572,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0426,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0282,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.014,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0138,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0274,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0408,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.054,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.067,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0798,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0924,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1048,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.117,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.129,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1408,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1524,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1638,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.175,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.186,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1968,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2074,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2178,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.228,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.238,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2478,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2574,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2668,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.276,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.285,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2938,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3024,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3108,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.319,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.327,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3348,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3424,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3498,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.357,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.364,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3708,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3774,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3838,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4018,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4074,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4128,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.418,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.423,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4278,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4324,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4368,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.441,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.445,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4488,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4524,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4558,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.459,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4648,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4674,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4698,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.472,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.474,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4758,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4774,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4788,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.48,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.481,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4818,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4824,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4828,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.483,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.483,-0.483,-999,-0.483,-999,-999,-999,-999,-999,-999
-0.4828,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4824,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4818,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.481,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.48,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4788,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4774,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4758,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.474,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.472,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4698,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4674,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4648,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.459,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4558,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4524,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4488,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.445,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.441,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4368,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4324,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4278,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.423,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.418,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4128,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4074,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4018,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3838,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3774,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3708,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.364,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.357,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3498,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3424,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3348,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.327,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.319,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3108,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3024,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2938,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.285,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.276,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2668,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2574,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2478,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.238,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.228,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2178,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2074,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1968,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.186,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.175,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1638,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1524,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1408,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.129,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.117,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1048,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0924,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0798,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.067,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.054,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0408,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0274,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0138,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.014,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0282,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0426,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0572,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.072,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.087,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1022,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1176,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1332,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.149,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.165,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1812,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1976,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2142,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.231,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.248,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2652,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2826,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3002,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.318,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.336,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3542,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3726,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3912,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.41,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.429,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4482,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4676,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4872,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.507,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5208,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.501,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4814,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.462,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4428,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4238,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.405,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3864,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.368,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3498,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.3318,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.314,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2964,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.279,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2618,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2448,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.228,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.2114,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.195,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1788,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1628,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.147,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1314,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.116,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.1008,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0858,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.071,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0564,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.042,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0278,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0138,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0136,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.027,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0402,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0532,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.066,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0786,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.091,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1032,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1152,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.127,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1386,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.15,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1612,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1722,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.183,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1936,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.204,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2142,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2242,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.234,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2436,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.253,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2622,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2712,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.28,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2886,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.297,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3052,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3132,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.321,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3286,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.336,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3432,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3502,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.357,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3636,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.37,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3762,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3822,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.388,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3936,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.399,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4042,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4092,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.414,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4186,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.423,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4272,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4312,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.435,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4386,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.442,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4452,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4482,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.451,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4536,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.456,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4582,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4602,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4636,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.465,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4662,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4672,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.468,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4686,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.469,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4692,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4692,-0.4692,-0.4692,-999,-0.4692,-999,-999,-999,-0.4692,-999
-0.469,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4686,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.468,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4672,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4662,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.465,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4636,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4602,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4582,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.456,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4536,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.451,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4482,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4452,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.442,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4386,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.435,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4312,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4272,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.423,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4186,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.414,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4092,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4042,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.399,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3936,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.388,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3822,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3762,-999,-999,-999,-999,-999,-999,-999,-999,-999
